borrower_id,age,annual_income_eur,loan_amount_eur,loan_type,lti_ratio,ltv_ratio,tenure_years,rate_type,employment_sector,credit_score,probability_of_default,risk_grade,monthly_repayment_eur,dti_monthly_ratio,ecb_shock_monthly_eur,affordability_stress
3062,36,29300,328078,Personal Loan,11.2,0.809,1,Fixed,Other,637,0.1868,D – Substandard,2768,1.134,0,Stressed
3063,39,52673,361442,Mortgage,6.86,0.733,16,Tracker,Employed,741,0.163,D – Substandard,3050,0.695,1355,Stressed
3064,27,58618,281815,Mortgage,4.81,0.664,2,Fixed,Public Sector,556,0.1364,D – Substandard,2378,0.487,0,Stressed
3065,54,58046,133198,Mortgage,2.29,0.944,22,Fixed,Other,542,0.0752,C – Standard,1124,0.232,0,Comfortable
3066,47,49275,236083,Personal Loan,4.79,0.818,3,Fixed,Employed,557,0.1886,D – Substandard,1992,0.485,0,Stressed
3067,60,25661,236702,Personal Loan,9.22,0.854,11,Variable,Self-Employed,462,0.1801,D – Substandard,1997,0.934,355,Stressed
3068,54,37783,114852,Credit Card,3.04,0.863,26,Fixed,Employed,728,0.1069,D – Substandard,969,0.308,0,Stretched
3069,28,41312,75872,Personal Loan,1.84,0.461,26,Variable,Self-Employed,737,0.063,C – Standard,640,0.186,113,Comfortable
3070,25,41382,59128,Mortgage,1.43,0.477,8,Tracker,Other,360,0.1018,D – Substandard,498,0.144,221,Comfortable
3071,41,50589,186917,Car Finance,3.69,0.549,18,Fixed,Other,351,0.1276,D – Substandard,1577,0.374,0,Stretched
3072,44,89208,211911,Mortgage,2.38,0.778,7,Fixed,Employed,341,0.0784,C – Standard,1788,0.241,0,Comfortable
3073,33,68946,93903,Personal Loan,1.36,0.762,21,Variable,Public Sector,481,0.1081,D – Substandard,792,0.138,140,Comfortable
3074,57,32378,319757,Mortgage,9.88,0.613,1,Fixed,Public Sector,355,0.2032,E – Doubtful,2698,1.0,0,Stressed
3075,48,65181,195579,Personal Loan,3.0,0.936,28,Variable,Employed,613,0.0949,C – Standard,1650,0.304,293,Stretched
3076,56,64146,377829,Car Finance,5.89,0.497,1,Tracker,Public Sector,847,0.1453,D – Substandard,3188,0.596,1416,Stressed
3077,27,34942,220531,Mortgage,6.31,0.838,21,Fixed,Employed,687,0.1451,D – Substandard,1860,0.639,0,Stressed
3078,59,70019,100059,Personal Loan,1.43,0.69,14,Fixed,Other,809,0.0727,C – Standard,844,0.145,0,Comfortable
3079,31,45827,231435,Personal Loan,5.05,0.659,8,Variable,Public Sector,381,0.171,D – Substandard,1952,0.511,347,Stressed
3080,42,27114,260032,Mortgage,9.59,0.463,19,Fixed,Employed,685,0.1408,D – Substandard,2194,0.971,0,Stressed
3081,42,59348,133093,Mortgage,2.24,0.814,5,Fixed,Employed,700,0.0289,B – Near Prime,1123,0.227,0,Comfortable
3082,59,53697,81377,Personal Loan,1.52,0.836,20,Fixed,Retired,546,0.0618,C – Standard,686,0.153,0,Comfortable
3083,34,44550,190072,Mortgage,4.27,0.609,22,Fixed,Employed,710,0.1029,D – Substandard,1603,0.432,0,Stressed
3084,33,48255,103728,Mortgage,2.15,0.708,16,Fixed,Employed,346,0.0588,C – Standard,875,0.218,0,Comfortable
3085,37,36242,333196,Personal Loan,9.19,0.753,13,Variable,Employed,638,0.1381,D – Substandard,2811,0.931,499,Stressed
3086,38,63338,143781,Personal Loan,2.27,0.634,16,Fixed,Employed,751,0.0417,B – Near Prime,1213,0.23,0,Comfortable
3087,30,48134,464413,Mortgage,9.65,0.758,33,Fixed,Employed,516,0.1703,D – Substandard,3918,0.977,0,Stressed
3088,30,52570,55921,Credit Card,1.06,0.667,26,Tracker,Employed,404,0.1242,D – Substandard,471,0.108,209,Comfortable
3089,32,56954,193713,Car Finance,3.4,0.889,1,Fixed,Other,305,0.1252,D – Substandard,1634,0.344,0,Stretched
3090,43,30184,394812,Credit Card,13.08,0.809,10,Fixed,Public Sector,450,0.248,E – Doubtful,3331,1.324,0,Stressed
3091,37,33671,110230,Mortgage,3.27,0.505,1,Tracker,Public Sector,751,0.06,C – Standard,930,0.331,413,Stretched
3092,40,19376,164792,Mortgage,8.5,0.85,9,Fixed,Employed,762,0.1379,D – Substandard,1390,0.861,0,Stressed
3093,55,62142,144109,Mortgage,2.32,0.619,27,Tracker,Self-Employed,639,0.0767,C – Standard,1216,0.235,540,Comfortable
3094,33,29462,123491,Credit Card,4.19,0.918,30,Variable,Employed,441,0.1778,D – Substandard,1042,0.424,185,Stressed
3095,63,51827,205775,Car Finance,3.97,0.752,16,Fixed,Self-Employed,442,0.1545,D – Substandard,1736,0.402,0,Stressed
3096,56,57286,88213,Personal Loan,1.54,0.464,24,Fixed,Public Sector,764,0.0418,B – Near Prime,744,0.156,0,Comfortable
3097,30,63132,169222,Mortgage,2.68,0.817,13,Fixed,Employed,620,0.0417,B – Near Prime,1427,0.271,0,Comfortable
3098,36,29564,238899,Mortgage,8.08,0.515,17,Tracker,Retired,732,0.1265,D – Substandard,2015,0.818,895,Stressed
3099,30,47697,159803,Personal Loan,3.35,0.889,29,Fixed,Retired,503,0.0855,C – Standard,1348,0.339,0,Stretched
3100,34,98865,103765,Mortgage,1.05,0.924,10,Variable,Employed,760,0.0459,B – Near Prime,875,0.106,155,Comfortable
3101,38,100711,316982,Personal Loan,3.15,0.798,11,Tracker,Other,558,0.1376,D – Substandard,2674,0.319,1188,Stretched
3102,28,74211,268778,Personal Loan,3.62,0.716,5,Variable,Public Sector,670,0.1275,D – Substandard,2268,0.367,403,Stretched
3103,22,56485,101452,Personal Loan,1.8,0.751,8,Fixed,Employed,768,0.0766,C – Standard,856,0.182,0,Comfortable
3104,42,32139,88277,Mortgage,2.75,0.664,2,Variable,Employed,493,0.0638,C – Standard,744,0.278,132,Comfortable
3105,54,66291,106557,Personal Loan,1.61,0.492,28,Variable,Self-Employed,733,0.0601,C – Standard,899,0.163,159,Comfortable
3106,35,45872,242777,Mortgage,5.29,0.914,29,Fixed,Public Sector,659,0.1643,D – Substandard,2048,0.536,0,Stressed
3107,61,62033,209308,Mortgage,3.37,0.615,15,Tracker,Employed,573,0.0862,C – Standard,1766,0.342,784,Stretched
3108,38,37579,277769,Mortgage,7.39,0.606,21,Fixed,Employed,756,0.146,D – Substandard,2343,0.748,0,Stressed
3109,63,45586,150334,Mortgage,3.3,0.546,9,Tracker,Employed,541,0.0718,C – Standard,1268,0.334,563,Stretched
3110,32,52519,108163,Mortgage,2.06,0.946,2,Fixed,Employed,712,0.0409,B – Near Prime,912,0.208,0,Comfortable
3111,46,54362,298154,Mortgage,5.48,0.921,18,Fixed,Employed,342,0.2118,E – Doubtful,2515,0.555,0,Stressed
3112,57,60316,132667,Mortgage,2.2,0.625,6,Variable,Employed,774,0.0374,B – Near Prime,1119,0.223,199,Comfortable
3113,24,38435,199306,Mortgage,5.19,0.58,29,Fixed,Public Sector,830,0.1345,D – Substandard,1681,0.525,0,Stressed
3114,64,27884,76691,Mortgage,2.75,0.853,10,Fixed,Employed,840,0.0422,B – Near Prime,647,0.278,0,Comfortable
3115,38,96994,131479,Personal Loan,1.36,0.661,26,Fixed,Self-Employed,764,0.0627,C – Standard,1109,0.137,0,Comfortable
3116,44,139453,313378,Mortgage,2.25,0.934,9,Tracker,Self-Employed,679,0.0788,C – Standard,2644,0.228,1175,Comfortable
3117,50,59155,121303,Mortgage,2.05,0.901,5,Fixed,Retired,707,0.0433,B – Near Prime,1023,0.208,0,Comfortable
3118,51,28111,281525,Mortgage,10.01,0.83,19,Variable,Other,810,0.1516,D – Substandard,2375,1.014,422,Stressed
3119,23,35428,49908,Mortgage,1.41,0.495,7,Variable,Retired,701,0.0502,C – Standard,421,0.143,74,Comfortable
3120,61,60707,132234,Personal Loan,2.18,0.801,14,Fixed,Employed,449,0.0694,C – Standard,1115,0.22,0,Comfortable
3121,50,86100,163694,Car Finance,1.9,0.944,10,Fixed,Employed,387,0.0909,C – Standard,1381,0.192,0,Comfortable
3122,67,29454,469018,Mortgage,15.92,0.637,30,Fixed,Employed,835,0.1379,D – Substandard,3957,1.612,0,Stressed
3123,43,46526,94562,Mortgage,2.03,0.891,18,Tracker,Employed,376,0.0713,C – Standard,797,0.206,354,Comfortable
3124,50,53225,260158,Mortgage,4.89,0.654,25,Variable,Employed,800,0.1444,D – Substandard,2195,0.495,390,Stressed
3125,42,70482,321679,Mortgage,4.56,0.936,21,Tracker,Employed,814,0.1337,D – Substandard,2714,0.462,1206,Stressed
3126,62,42433,120955,Car Finance,2.85,0.777,31,Variable,Employed,322,0.0968,C – Standard,1020,0.288,181,Stretched
3127,60,25417,146467,Personal Loan,5.76,0.498,15,Tracker,Employed,744,0.2169,E – Doubtful,1235,0.583,549,Stressed
3128,63,63633,194443,Personal Loan,3.06,0.69,30,Tracker,Self-Employed,624,0.1222,D – Substandard,1640,0.309,729,Stretched
3129,45,78622,79632,Car Finance,1.01,0.475,31,Fixed,Retired,514,0.0442,B – Near Prime,671,0.102,0,Comfortable
3130,58,47349,140041,Personal Loan,2.96,0.648,32,Tracker,Employed,576,0.1187,D – Substandard,1181,0.299,525,Stretched
3131,38,58116,362892,Mortgage,6.24,0.908,24,Fixed,Employed,535,0.1524,D – Substandard,3062,0.632,0,Stressed
3132,43,40163,239775,Personal Loan,5.97,0.566,34,Fixed,Employed,748,0.2667,E – Doubtful,2023,0.604,0,Stressed
3133,56,34364,165014,Personal Loan,4.8,0.925,26,Fixed,Employed,526,0.1627,D – Substandard,1392,0.486,0,Stressed
3134,25,75440,191413,Mortgage,2.54,0.5,11,Fixed,Retired,369,0.0529,C – Standard,1615,0.257,0,Comfortable
3135,54,57684,247582,Personal Loan,4.29,0.782,6,Fixed,Employed,518,0.1861,D – Substandard,2089,0.435,0,Stressed
3136,22,60231,275082,Mortgage,4.57,0.933,8,Fixed,Employed,590,0.1471,D – Substandard,2321,0.462,0,Stressed
3137,48,92123,132451,Mortgage,1.44,0.777,20,Fixed,Self-Employed,547,0.0627,C – Standard,1117,0.146,0,Comfortable
3138,43,31475,418359,Personal Loan,13.29,0.9,6,Tracker,Employed,575,0.2283,E – Doubtful,3530,1.346,1568,Stressed
3139,43,38876,371012,Mortgage,9.54,0.946,9,Fixed,Self-Employed,842,0.1374,D – Substandard,3130,0.966,0,Stressed
3140,44,52382,261056,Mortgage,4.98,0.771,22,Fixed,Employed,517,0.1032,D – Substandard,2202,0.504,0,Stressed
3141,44,38676,113138,Mortgage,2.93,0.841,12,Variable,Employed,749,0.0809,C – Standard,954,0.296,169,Stretched
3142,40,68112,102629,Personal Loan,1.51,0.466,24,Variable,Employed,845,0.0437,B – Near Prime,866,0.153,153,Comfortable
3143,42,45310,150296,Car Finance,3.32,0.664,34,Tracker,Public Sector,756,0.1129,D – Substandard,1268,0.336,563,Stretched
3144,48,32310,185984,Personal Loan,5.76,0.594,3,Fixed,Employed,596,0.1971,D – Substandard,1569,0.583,0,Stressed
3145,57,50393,68004,Personal Loan,1.35,0.862,22,Fixed,Employed,844,0.0532,C – Standard,573,0.136,0,Comfortable
3146,47,52656,236116,Mortgage,4.48,0.789,28,Tracker,Self-Employed,527,0.1504,D – Substandard,1992,0.454,885,Stressed
3147,51,72588,365164,Personal Loan,5.03,0.757,5,Fixed,Self-Employed,453,0.2738,E – Doubtful,3081,0.509,0,Stressed
3148,60,57821,246979,Mortgage,4.27,0.916,27,Variable,Employed,771,0.106,D – Substandard,2084,0.433,370,Stressed
3149,67,59497,124016,Mortgage,2.08,0.494,18,Fixed,Other,805,0.0352,B – Near Prime,1046,0.211,0,Comfortable
3150,26,56079,116201,Personal Loan,2.07,0.927,22,Fixed,Self-Employed,376,0.1416,D – Substandard,980,0.21,0,Comfortable
3151,54,45294,212122,Mortgage,4.68,0.5,2,Tracker,Retired,475,0.138,D – Substandard,1790,0.474,795,Stressed
3152,32,36286,165327,Car Finance,4.56,0.624,15,Fixed,Employed,458,0.1223,D – Substandard,1395,0.461,0,Stressed
3153,31,55343,229503,Mortgage,4.15,0.765,13,Fixed,Self-Employed,750,0.1071,D – Substandard,1936,0.42,0,Stressed
3154,58,42620,250433,Personal Loan,5.88,0.621,6,Variable,Employed,453,0.2288,E – Doubtful,2113,0.595,375,Stressed
3155,25,99680,327924,Mortgage,3.29,0.791,26,Fixed,Employed,664,0.1063,D – Substandard,2767,0.333,0,Stretched
3156,61,86138,96503,Personal Loan,1.12,0.838,18,Fixed,Employed,813,0.0821,C – Standard,814,0.113,0,Comfortable
3157,57,63945,203188,Personal Loan,3.18,0.864,30,Fixed,Employed,800,0.0629,C – Standard,1714,0.322,0,Stretched
3158,67,57466,147279,Mortgage,2.56,0.54,6,Fixed,Public Sector,784,0.0363,B – Near Prime,1242,0.259,0,Comfortable
3159,52,47242,170373,Car Finance,3.61,0.541,25,Variable,Public Sector,591,0.0915,C – Standard,1437,0.365,255,Stretched
3160,62,28863,289359,Personal Loan,10.03,0.476,21,Fixed,Employed,633,0.1626,D – Substandard,2441,1.015,0,Stressed
3161,27,44766,307189,Mortgage,6.86,0.695,23,Fixed,Employed,698,0.1492,D – Substandard,2592,0.695,0,Stressed
3162,62,51153,388148,Personal Loan,7.59,0.519,11,Fixed,Employed,475,0.1828,D – Substandard,3275,0.768,0,Stressed
3163,29,53980,227311,Mortgage,4.21,0.609,24,Tracker,Self-Employed,575,0.135,D – Substandard,1918,0.426,852,Stressed
3164,36,59707,169310,Personal Loan,2.84,0.87,9,Fixed,Employed,557,0.063,C – Standard,1428,0.287,0,Stretched
3165,27,72182,156516,Mortgage,2.17,0.924,26,Tracker,Public Sector,740,0.0906,C – Standard,1320,0.219,586,Comfortable
3166,40,36654,69278,Car Finance,1.89,0.861,15,Fixed,Employed,614,0.0647,C – Standard,584,0.191,0,Comfortable
3167,56,36794,375815,Mortgage,10.21,0.45,17,Fixed,Self-Employed,544,0.1771,D – Substandard,3171,1.034,0,Stressed
3168,34,90161,150686,Personal Loan,1.67,0.734,20,Variable,Public Sector,597,0.0652,C – Standard,1271,0.169,226,Comfortable
3169,59,67765,237576,Car Finance,3.51,0.533,3,Fixed,Employed,394,0.1276,D – Substandard,2004,0.355,0,Stretched
3170,49,41600,261306,Credit Card,6.28,0.638,13,Variable,Public Sector,440,0.2311,E – Doubtful,2205,0.636,391,Stressed
3171,50,46862,90678,Personal Loan,1.94,0.664,7,Tracker,Retired,740,0.0652,C – Standard,765,0.196,340,Comfortable
3172,65,46951,108245,Personal Loan,2.31,0.921,33,Tracker,Employed,371,0.0962,C – Standard,913,0.233,405,Comfortable
3173,41,49675,421199,Mortgage,8.48,0.767,15,Fixed,Employed,675,0.1628,D – Substandard,3554,0.859,0,Stressed
3174,37,59786,211026,Mortgage,3.53,0.584,1,Variable,Self-Employed,799,0.0862,C – Standard,1780,0.357,316,Stretched
3175,67,142158,130702,Personal Loan,0.92,0.771,1,Fixed,Employed,675,0.0688,C – Standard,1102,0.093,0,Comfortable
3176,47,53087,167796,Personal Loan,3.16,0.926,32,Variable,Retired,652,0.1139,D – Substandard,1415,0.32,251,Stretched
3177,50,64750,326906,Mortgage,5.05,0.48,6,Fixed,Employed,694,0.1424,D – Substandard,2758,0.511,0,Stressed
3178,35,24141,300701,Personal Loan,12.46,0.858,1,Fixed,Public Sector,379,0.2156,E – Doubtful,2537,1.261,0,Stressed
3179,31,39988,80310,Mortgage,2.01,0.558,8,Fixed,Self-Employed,375,0.0692,C – Standard,677,0.203,0,Comfortable
3180,29,82133,441907,Personal Loan,5.38,0.527,8,Fixed,Employed,844,0.1871,D – Substandard,3729,0.545,0,Stressed
3181,32,58044,306012,Mortgage,5.27,0.899,3,Variable,Employed,534,0.2026,E – Doubtful,2582,0.534,459,Stressed
3182,30,18000,165402,Car Finance,9.19,0.451,34,Fixed,Public Sector,526,0.2195,E – Doubtful,1395,0.93,0,Stressed
3183,56,65061,93391,Mortgage,1.44,0.821,3,Fixed,Employed,387,0.0501,C – Standard,788,0.145,0,Comfortable
3184,24,109713,321163,Mortgage,2.93,0.494,25,Variable,Employed,703,0.0849,C – Standard,2710,0.296,481,Stretched
3185,50,21199,233756,Personal Loan,11.03,0.759,29,Fixed,Retired,318,0.1623,D – Substandard,1972,1.116,0,Stressed
3186,65,92794,80677,Mortgage,0.87,0.76,22,Tracker,Employed,397,0.0947,C – Standard,680,0.088,302,Comfortable
3187,57,18000,158317,Mortgage,8.8,0.881,5,Fixed,Public Sector,423,0.1649,D – Substandard,1335,0.89,0,Stressed
3188,40,72690,600000,Personal Loan,8.25,0.861,25,Fixed,Employed,813,0.1964,D – Substandard,5063,0.836,0,Stressed
3189,24,48843,181511,Car Finance,3.72,0.793,12,Fixed,Public Sector,822,0.1217,D – Substandard,1531,0.376,0,Stretched
3190,60,18269,119600,Personal Loan,6.55,0.64,14,Fixed,Self-Employed,343,0.2287,E – Doubtful,1009,0.663,0,Stressed
3191,22,59123,103293,Mortgage,1.75,0.533,9,Fixed,Employed,376,0.0694,C – Standard,871,0.177,0,Comfortable
3192,53,79487,476705,Mortgage,6.0,0.768,27,Variable,Employed,825,0.1492,D – Substandard,4022,0.607,715,Stressed
3193,52,57115,286721,Personal Loan,5.02,0.698,20,Fixed,Employed,648,0.1491,D – Substandard,2419,0.508,0,Stressed
3194,30,62669,390073,Personal Loan,6.22,0.489,6,Tracker,Self-Employed,699,0.2521,E – Doubtful,3291,0.63,1462,Stressed
3195,56,41237,206179,Credit Card,5.0,0.928,14,Fixed,Employed,612,0.1992,D – Substandard,1739,0.506,0,Stressed
3196,30,22431,358509,Mortgage,15.98,0.607,27,Variable,Employed,424,0.1324,D – Substandard,3025,1.618,537,Stressed
3197,32,65550,112805,Personal Loan,1.72,0.451,32,Fixed,Self-Employed,701,0.0832,C – Standard,951,0.174,0,Comfortable
3198,59,102221,196698,Credit Card,1.92,0.901,32,Fixed,Retired,399,0.1338,D – Substandard,1659,0.195,0,Comfortable
3199,67,78780,210634,Mortgage,2.67,0.739,5,Fixed,Employed,316,0.0752,C – Standard,1777,0.271,0,Comfortable
3200,34,21270,384748,Credit Card,18.09,0.817,30,Fixed,Self-Employed,760,0.1948,D – Substandard,3246,1.831,0,Stressed
3201,64,25945,214349,Mortgage,8.26,0.526,20,Variable,Retired,508,0.155,D – Substandard,1808,0.836,321,Stressed
3202,64,34361,127512,Personal Loan,3.71,0.652,26,Fixed,Employed,321,0.127,D – Substandard,1076,0.376,0,Stretched
3203,57,25108,186323,Mortgage,7.42,0.773,14,Fixed,Other,538,0.1806,D – Substandard,1572,0.751,0,Stressed
3204,28,49939,71537,Car Finance,1.43,0.575,23,Tracker,Self-Employed,362,0.0926,C – Standard,603,0.145,268,Comfortable
3205,35,57828,50184,Car Finance,0.87,0.801,9,Fixed,Self-Employed,559,0.0797,C – Standard,423,0.088,0,Comfortable
3206,53,26884,284144,Mortgage,10.57,0.567,18,Fixed,Public Sector,670,0.1521,D – Substandard,2397,1.07,0,Stressed
3207,67,67940,146369,Personal Loan,2.15,0.555,8,Fixed,Employed,485,0.0981,C – Standard,1235,0.218,0,Comfortable
3208,59,63099,155783,Mortgage,2.47,0.456,14,Fixed,Self-Employed,342,0.0842,C – Standard,1314,0.25,0,Comfortable
3209,41,38939,284082,Mortgage,7.3,0.591,14,Fixed,Self-Employed,789,0.1422,D – Substandard,2397,0.739,0,Stressed
3210,32,45594,387842,Personal Loan,8.51,0.573,30,Variable,Employed,597,0.1521,D – Substandard,3272,0.861,581,Stressed
3211,66,21613,241341,Personal Loan,11.17,0.832,22,Variable,Employed,312,0.2072,E – Doubtful,2036,1.13,362,Stressed
3212,34,42635,519405,Mortgage,12.18,0.735,23,Variable,Public Sector,615,0.2061,E – Doubtful,4383,1.234,779,Stressed
3213,37,49173,237157,Mortgage,4.82,0.539,10,Fixed,Employed,808,0.1168,D – Substandard,2001,0.488,0,Stressed
3214,66,52621,212398,Mortgage,4.04,0.734,15,Fixed,Employed,309,0.1423,D – Substandard,1792,0.409,0,Stressed
3215,47,57476,205297,Mortgage,3.57,0.563,17,Variable,Employed,732,0.0733,C – Standard,1732,0.362,307,Stretched
3216,34,54316,88696,Mortgage,1.63,0.663,27,Fixed,Employed,507,0.0473,B – Near Prime,748,0.165,0,Comfortable
3217,22,43869,304309,Mortgage,6.94,0.894,7,Fixed,Employed,689,0.1396,D – Substandard,2567,0.702,0,Stressed
3218,41,55281,46863,Car Finance,0.85,0.81,2,Fixed,Employed,315,0.0895,C – Standard,395,0.086,0,Comfortable
3219,67,74671,130295,Mortgage,1.74,0.776,18,Variable,Employed,798,0.0356,B – Near Prime,1099,0.177,195,Comfortable
3220,41,47093,182154,Car Finance,3.87,0.591,28,Fixed,Employed,831,0.0631,C – Standard,1537,0.392,0,Stretched
3221,54,56015,116498,Mortgage,2.08,0.512,25,Tracker,Retired,602,0.0787,C – Standard,983,0.211,436,Comfortable
3222,33,45333,140299,Mortgage,3.09,0.826,28,Fixed,Public Sector,418,0.0828,C – Standard,1183,0.313,0,Stretched
3223,57,37360,494675,Mortgage,13.24,0.734,14,Tracker,Employed,383,0.1975,D – Substandard,4174,1.341,1855,Stressed
3224,57,61059,330120,Mortgage,5.41,0.761,8,Fixed,Employed,679,0.111,D – Substandard,2785,0.547,0,Stressed
3225,49,38824,123351,Personal Loan,3.18,0.938,23,Variable,Employed,736,0.1171,D – Substandard,1040,0.321,185,Stretched
3226,57,57652,138931,Mortgage,2.41,0.624,2,Fixed,Employed,670,0.0347,B – Near Prime,1172,0.244,0,Comfortable
3227,48,49606,89111,Mortgage,1.8,0.85,31,Tracker,Public Sector,571,0.0647,C – Standard,751,0.182,334,Comfortable
3228,39,43146,265069,Mortgage,6.14,0.729,25,Fixed,Self-Employed,724,0.1873,D – Substandard,2236,0.622,0,Stressed
3229,55,42709,156786,Personal Loan,3.67,0.568,18,Tracker,Employed,705,0.1446,D – Substandard,1323,0.372,587,Stretched
3230,60,39600,60988,Mortgage,1.54,0.476,7,Variable,Public Sector,484,0.0632,C – Standard,514,0.156,91,Comfortable
3231,60,24557,190123,Mortgage,7.74,0.758,9,Variable,Public Sector,727,0.1147,D – Substandard,1604,0.784,285,Stressed
3232,31,57573,228991,Mortgage,3.98,0.599,34,Fixed,Employed,401,0.0943,C – Standard,1932,0.403,0,Stressed
3233,53,54027,305506,Personal Loan,5.65,0.798,1,Fixed,Self-Employed,751,0.2479,E – Doubtful,2578,0.573,0,Stressed
3234,22,70042,172759,Credit Card,2.47,0.8,1,Tracker,Employed,591,0.1306,D – Substandard,1457,0.25,647,Comfortable
3235,48,39213,146536,Mortgage,3.74,0.678,12,Tracker,Self-Employed,710,0.1162,D – Substandard,1236,0.378,549,Stretched
3236,48,108668,536298,Mortgage,4.94,0.718,8,Fixed,Employed,681,0.1122,D – Substandard,4525,0.5,0,Stressed
3237,38,41794,180524,Mortgage,4.32,0.763,24,Fixed,Employed,352,0.1188,D – Substandard,1523,0.437,0,Stressed
3238,67,33943,267201,Credit Card,7.87,0.684,2,Fixed,Employed,715,0.2483,E – Doubtful,2254,0.797,0,Stressed
3239,62,32294,133686,Mortgage,4.14,0.889,27,Fixed,Employed,731,0.1378,D – Substandard,1128,0.419,0,Stressed
3240,23,23665,262879,Personal Loan,11.11,0.488,27,Fixed,Employed,326,0.2492,E – Doubtful,2218,1.125,0,Stressed
3241,31,93311,80773,Personal Loan,0.87,0.94,8,Tracker,Self-Employed,424,0.1424,D – Substandard,681,0.088,302,Comfortable
